ID,Husband_Education,Husband_Race,Couple_Race,Duration,Divorce
11823,Less than 12 years,Other Ethnic Groups,Same-Race,14.0315,1
11826,12-15 years,Other Ethnic Groups,Same-Race,24.819,0
11835,16+ years,Other Ethnic Groups,Same-Race,7.332,1
11838,12-15 years,Other Ethnic Groups,Same-Race,8.1615,1
11843,Less than 12 years,Other Ethnic Groups,Same-Race,2.982,0
11849,12-15 years,Black,Same-Race,2.8935,1
11859,Less than 12 years,Other Ethnic Groups,Same-Race,2.805,1
11870,Less than 12 years,Other Ethnic Groups,Mixed-Race,20.041,0
11876,12-15 years,Other Ethnic Groups,Same-Race,17.027,0
11879,Less than 12 years,Other Ethnic Groups,Same-Race,18.727,0
11886,12-15 years,Other Ethnic Groups,Same-Race,7.918,1
11897,12-15 years,Other Ethnic Groups,Same-Race,19.682,0
11901,12-15 years,Other Ethnic Groups,Same-Race,15.723,0
11904,Less than 12 years,Black,Same-Race,23.227,1
11907,Less than 12 years,Other Ethnic Groups,Same-Race,9.002,0
11909,Less than 12 years,Other Ethnic Groups,Same-Race,18.204,0
11912,16+ years,Other Ethnic Groups,Same-Race,18.283,0
11930,12-15 years,Black,Same-Race,.627,0
11932,12-15 years,Black,Same-Race,8.768,1
11937,12-15 years,Black,Same-Race,9.3305,1
11941,Less than 12 years,Other Ethnic Groups,Mixed-Race,24.334,0
11963,12-15 years,Black,Mixed-Race,20.112,0
11965,12-15 years,Other Ethnic Groups,Same-Race,2.001,0
11967,Less than 12 years,Black,Mixed-Race,41.09,0
11973,12-15 years,Black,Mixed-Race,1.906,0
11987,16+ years,Other Ethnic Groups,Mixed-Race,20.12,0
11996,Less than 12 years,Other Ethnic Groups,Same-Race,4.167,1
12008,12-15 years,Black,Same-Race,3.17,0
12025,Less than 12 years,Black,Same-Race,4.4405,1
12028,Less than 12 years,Other Ethnic Groups,Mixed-Race,19.285,0
12036,12-15 years,Other Ethnic Groups,Same-Race,30.828,0
12040,Less than 12 years,Other Ethnic Groups,Same-Race,1.117,0
12045,12-15 years,Black,Mixed-Race,9.509,0
12050,12-15 years,Black,Mixed-Race,14.938,0
12053,Less than 12 years,Other Ethnic Groups,Mixed-Race,32.315,0
12057,12-15 years,Other Ethnic Groups,Mixed-Race,26.308,0
12064,Less than 12 years,Black,Mixed-Race,26.511,0
12067,Less than 12 years,Other Ethnic Groups,Mixed-Race,28.679,0
12075,Less than 12 years,Black,Mixed-Race,13.295,1
12077,Less than 12 years,Black,Mixed-Race,25.166,0
12080,Less than 12 years,Other Ethnic Groups,Mixed-Race,.621,0
12086,12-15 years,Black,Same-Race,10.179,0
12092,Less than 12 years,Other Ethnic Groups,Mixed-Race,9.873,0
12101,12-15 years,Other Ethnic Groups,Same-Race,4.1645,1
12112,Less than 12 years,Black,Mixed-Race,10.894,0
12119,12-15 years,Other Ethnic Groups,Same-Race,8.917,1
12120,12-15 years,Other Ethnic Groups,Same-Race,8.917,1
12127,12-15 years,Black,Mixed-Race,39.833,0
12132,16+ years,Black,Mixed-Race,24.129,0
12150,12-15 years,Other Ethnic Groups,Mixed-Race,7.8465,1
12152,Less than 12 years,Black,Mixed-Race,48.832,0
12163,12-15 years,Black,Mixed-Race,26.976,0
12164,16+ years,Black,Same-Race,2.289,0
12165,12-15 years,Other Ethnic Groups,Mixed-Race,26.976,0
12168,12-15 years,Black,Same-Race,4.6625,1
12172,Less than 12 years,Black,Same-Race,18.215,0
12174,Less than 12 years,Other Ethnic Groups,Same-Race,22.355,0
12176,Less than 12 years,Other Ethnic Groups,Mixed-Race,16.583,0
12184,Less than 12 years,Black,Mixed-Race,2.801,1
12200,Less than 12 years,Black,Mixed-Race,38.912,0
12206,12-15 years,Other Ethnic Groups,Mixed-Race,11.409,0
12208,Less than 12 years,Black,Same-Race,11.409,0
12210,Less than 12 years,Other Ethnic Groups,Same-Race,16.3465,1
12218,12-15 years,Black,Same-Race,6.253,1
12220,Less than 12 years,Black,Mixed-Race,9.626,0
12224,12-15 years,Other Ethnic Groups,Mixed-Race,5.339,1
12230,12-15 years,Black,Mixed-Race,16.964,1
12250,12-15 years,Black,Mixed-Race,6.916,1
12272,Less than 12 years,Black,Mixed-Race,29.451,0
12277,Less than 12 years,Black,Same-Race,3.751,1
12283,Less than 12 years,Black,Same-Race,1.837,0
12301,12-15 years,Other Ethnic Groups,Mixed-Race,1.342,0
12302,Less than 12 years,Black,Mixed-Race,1.665,0
12306,12-15 years,Black,Same-Race,1.1665,1
12312,Less than 12 years,Black,Mixed-Race,17.87,0
12316,12-15 years,Black,Mixed-Race,21.087,0
12319,Less than 12 years,Black,Same-Race,6.7,0
12329,Less than 12 years,Black,Mixed-Race,12.3285,1
12337,12-15 years,Other Ethnic Groups,Same-Race,13.933,0
12341,12-15 years,Other Ethnic Groups,Same-Race,19.1075,1
12348,12-15 years,Other Ethnic Groups,Same-Race,15.002,1
12352,16+ years,Other Ethnic Groups,Same-Race,9.897,0
12356,Less than 12 years,Other Ethnic Groups,Mixed-Race,20,0
12358,Less than 12 years,Other Ethnic Groups,Mixed-Race,21.6265,1
12364,12-15 years,Black,Mixed-Race,2.998,1
12366,Less than 12 years,Black,Same-Race,13.517,0
12370,16+ years,Other Ethnic Groups,Mixed-Race,2.568,0
12381,Less than 12 years,Other Ethnic Groups,Mixed-Race,3.17,1
12385,12-15 years,Black,Mixed-Race,19.975,0
12388,Less than 12 years,Other Ethnic Groups,Same-Race,24,0
12393,Less than 12 years,Other Ethnic Groups,Same-Race,6.497,1
12396,16+ years,Other Ethnic Groups,Same-Race,6.0455,1
12399,12-15 years,Other Ethnic Groups,Same-Race,25.667,1
12405,16+ years,Other Ethnic Groups,Same-Race,15.817,0
12406,16+ years,Other Ethnic Groups,Same-Race,15.817,0
12410,16+ years,Other Ethnic Groups,Same-Race,8.66,0
12417,16+ years,Other Ethnic Groups,Same-Race,13.933,0
12425,Less than 12 years,Other Ethnic Groups,Same-Race,9.038,0
12429,16+ years,Other Ethnic Groups,Same-Race,5.692,1
12436,16+ years,Other Ethnic Groups,Same-Race,53.391,0
12440,12-15 years,Other Ethnic Groups,Same-Race,7.165,1
12443,12-15 years,Other Ethnic Groups,Same-Race,13.897,0
12454,12-15 years,Black,Mixed-Race,16.72,0
12457,12-15 years,Other Ethnic Groups,Mixed-Race,5.58,0
12464,Less than 12 years,Other Ethnic Groups,Mixed-Race,6.157,0
12467,12-15 years,Other Ethnic Groups,Same-Race,9.166,1
12474,12-15 years,Other Ethnic Groups,Same-Race,6.36,0
12476,12-15 years,Black,Same-Race,6.606,0
12478,12-15 years,Other Ethnic Groups,Same-Race,14.7705,1
12483,12-15 years,Black,Mixed-Race,11.017,0
12505,12-15 years,Black,Mixed-Race,3.044,0
12507,12-15 years,Other Ethnic Groups,Mixed-Race,5.8755,1
12509,12-15 years,Black,Same-Race,1.259,0
12535,Less than 12 years,Black,Mixed-Race,14.587,1
12538,12-15 years,Black,Same-Race,4.063,0
12543,Less than 12 years,Other Ethnic Groups,Same-Race,18.5585,1
12547,12-15 years,Other Ethnic Groups,Mixed-Race,19.995,0
12560,Less than 12 years,Other Ethnic Groups,Mixed-Race,4.003,0
12563,12-15 years,Other Ethnic Groups,Same-Race,28.49,0
12567,Less than 12 years,Other Ethnic Groups,Same-Race,4.72,0
12575,Less than 12 years,Other Ethnic Groups,Same-Race,4.92,0
12577,Less than 12 years,Other Ethnic Groups,Same-Race,1.517,1
12579,12-15 years,Black,Same-Race,27.1675,1
12580,12-15 years,Other Ethnic Groups,Mixed-Race,8.419,1
12585,12-15 years,Black,Same-Race,4.003,0
12586,12-15 years,Black,Mixed-Race,11.7945,1
12601,12-15 years,Other Ethnic Groups,Mixed-Race,20.142,0
12616,12-15 years,Other Ethnic Groups,Same-Race,17.251,1
12618,Less than 12 years,Other Ethnic Groups,Same-Race,1.804,0
12624,Less than 12 years,Other Ethnic Groups,Same-Race,.498,1
12627,Less than 12 years,Other Ethnic Groups,Same-Race,.498,1
12633,12-15 years,Other Ethnic Groups,Same-Race,9.5,0
12639,12-15 years,Other Ethnic Groups,Same-Race,1.2485,1
12640,12-15 years,Black,Mixed-Race,3.231,0
12643,12-15 years,Black,Same-Race,1.7165,1
12649,12-15 years,Other Ethnic Groups,Same-Race,9.002,0
12651,Less than 12 years,Other Ethnic Groups,Same-Race,11.759,1
12658,Less than 12 years,Black,Mixed-Race,14.497,0
12662,Less than 12 years,Other Ethnic Groups,Same-Race,36.999,0
12665,12-15 years,Other Ethnic Groups,Same-Race,13.506,0
12667,Less than 12 years,Other Ethnic Groups,Mixed-Race,9.1085,1
12671,Less than 12 years,Other Ethnic Groups,Same-Race,6.382,0
12674,12-15 years,Other Ethnic Groups,Same-Race,10.9625,1
12676,Less than 12 years,Other Ethnic Groups,Same-Race,54.877,0
12683,12-15 years,Other Ethnic Groups,Same-Race,2.166,1
12686,Less than 12 years,Other Ethnic Groups,Mixed-Race,23.17,1
12688,Less than 12 years,Other Ethnic Groups,Mixed-Race,10.7105,1
12691,Less than 12 years,Other Ethnic Groups,Mixed-Race,9.3305,1
12695,12-15 years,Black,Mixed-Race,9.3305,1
12710,Less than 12 years,Other Ethnic Groups,Mixed-Race,18.82,0
12723,Less than 12 years,Other Ethnic Groups,Mixed-Race,18.338,0
12731,12-15 years,Other Ethnic Groups,Mixed-Race,23.116,0
12748,Less than 12 years,Black,Same-Race,3.118,0
12750,Less than 12 years,Black,Mixed-Race,23.116,0
12761,12-15 years,Other Ethnic Groups,Mixed-Race,4.479,0
12769,Less than 12 years,Black,Mixed-Race,51.168,0
12773,16+ years,Black,Mixed-Race,10.689,0
12779,12-15 years,Black,Mixed-Race,12.192,0
12784,12-15 years,Black,Same-Race,12.167,0
12787,12-15 years,Other Ethnic Groups,Same-Race,29.254,1
12793,Less than 12 years,Other Ethnic Groups,Mixed-Race,11.335,1
12799,Less than 12 years,Black,Same-Race,7.537,0
12802,Less than 12 years,Other Ethnic Groups,Same-Race,16.2985,1
12804,12-15 years,Other Ethnic Groups,Same-Race,22.831,0
12806,Less than 12 years,Other Ethnic Groups,Same-Race,22.831,0
12814,Less than 12 years,Other Ethnic Groups,Same-Race,3.912,0
12823,Less than 12 years,Other Ethnic Groups,Same-Race,5.4975,1
12831,16+ years,Other Ethnic Groups,Same-Race,2.1655,1
12833,12-15 years,Other Ethnic Groups,Mixed-Race,23.0195,1
12837,12-15 years,Black,Mixed-Race,10.012,0
12838,Less than 12 years,Other Ethnic Groups,Mixed-Race,7.6085,1
12840,Less than 12 years,Black,Same-Race,56.085,0
12850,Less than 12 years,Black,Same-Race,7.88,0
12856,12-15 years,Black,Same-Race,7.335,1
12891,12-15 years,Black,Mixed-Race,10.2125,1
12893,Less than 12 years,Other Ethnic Groups,Same-Race,10.3765,1
12896,Less than 12 years,Other Ethnic Groups,Same-Race,10.012,1
12900,Less than 12 years,Other Ethnic Groups,Same-Race,1.1665,1
12906,Less than 12 years,Other Ethnic Groups,Same-Race,15.918,0
12929,Less than 12 years,Other Ethnic Groups,Same-Race,23.641,0
12943,Less than 12 years,Other Ethnic Groups,Same-Race,8.2135,1
12948,12-15 years,Black,Mixed-Race,10.965,0
12953,12-15 years,Other Ethnic Groups,Mixed-Race,16.81,0
12965,16+ years,Black,Same-Race,9.106,0
12987,12-15 years,Black,Mixed-Race,7.3595,1
12997,Less than 12 years,Other Ethnic Groups,Mixed-Race,3.8305,1
12999,12-15 years,Black,Same-Race,8.3915,1
13001,12-15 years,Other Ethnic Groups,Same-Race,31.036,0
13006,Less than 12 years,Other Ethnic Groups,Same-Race,.775,0
13007,12-15 years,Other Ethnic Groups,Same-Race,7.444,0
13010,16+ years,Other Ethnic Groups,Same-Race,4.783,0
13021,Less than 12 years,Other Ethnic Groups,Same-Race,2.919,0
13024,12-15 years,Other Ethnic Groups,Same-Race,43.943,0
13028,16+ years,Other Ethnic Groups,Same-Race,21.062,0
13033,12-15 years,Other Ethnic Groups,Same-Race,17.81,0
13037,16+ years,Black,Mixed-Race,17.618,0
13045,Less than 12 years,Other Ethnic Groups,Same-Race,4.934,0
13048,Less than 12 years,Other Ethnic Groups,Same-Race,18.708,0
13052,Less than 12 years,Other Ethnic Groups,Same-Race,12.044,0
13058,Less than 12 years,Other Ethnic Groups,Same-Race,17.016,0
13062,12-15 years,Other Ethnic Groups,Same-Race,17.016,0
13065,Less than 12 years,Other Ethnic Groups,Same-Race,12.999,0
13068,Less than 12 years,Other Ethnic Groups,Same-Race,20.246,1
13069,Less than 12 years,Other Ethnic Groups,Same-Race,10.453,0
13071,Less than 12 years,Other Ethnic Groups,Same-Race,9.002,0
13073,12-15 years,Other Ethnic Groups,Mixed-Race,8.3995,1
13082,12-15 years,Black,Mixed-Race,1.336,1
13102,12-15 years,Other Ethnic Groups,Mixed-Race,17.164,0
13109,Less than 12 years,Black,Mixed-Race,10.256,0
13126,12-15 years,Black,Mixed-Race,3.63,0
13129,Less than 12 years,Other Ethnic Groups,Mixed-Race,29.9985,1
13133,12-15 years,Black,Same-Race,16.934,0
13141,12-15 years,Black,Same-Race,8.274,0
13147,Less than 12 years,Black,Mixed-Race,23.474,0
13150,12-15 years,Other Ethnic Groups,Mixed-Race,11.866,0
13152,12-15 years,Other Ethnic Groups,Same-Race,26.144,0
13156,12-15 years,Other Ethnic Groups,Same-Race,2.757,0
13158,12-15 years,Other Ethnic Groups,Same-Race,4.928,0
13162,12-15 years,Other Ethnic Groups,Same-Race,2.757,0
13164,Less than 12 years,Other Ethnic Groups,Same-Race,1.002,0
13167,Less than 12 years,Other Ethnic Groups,Same-Race,1.002,0
13169,12-15 years,Other Ethnic Groups,Same-Race,13.645,0
13178,12-15 years,Black,Same-Race,9.591,0
13197,Less than 12 years,Black,Mixed-Race,33.243,0
13200,Less than 12 years,Other Ethnic Groups,Mixed-Race,33.243,0
13211,Less than 12 years,Other Ethnic Groups,Mixed-Race,3.2525,1
13213,Less than 12 years,Other Ethnic Groups,Same-Race,12.977,0
13216,Less than 12 years,Other Ethnic Groups,Same-Race,29.944,0
13221,Less than 12 years,Other Ethnic Groups,Same-Race,3.8415,1
13227,Less than 12 years,Other Ethnic Groups,Same-Race,9.128,1
13229,12-15 years,Other Ethnic Groups,Same-Race,9.7575,1
13230,12-15 years,Other Ethnic Groups,Same-Race,15.54,0
13231,12-15 years,Black,Same-Race,6.743,0
13257,12-15 years,Other Ethnic Groups,Mixed-Race,12.731,1
13264,Less than 12 years,Black,Same-Race,.512,1
13281,12-15 years,Other Ethnic Groups,Mixed-Race,25.352,0
13286,16+ years,Other Ethnic Groups,Mixed-Race,10.626,0
13303,Less than 12 years,Black,Mixed-Race,20.723,1
13304,12-15 years,Other Ethnic Groups,Mixed-Race,2.847,0
13310,16+ years,Black,Mixed-Race,5.7495,1
13312,16+ years,Other Ethnic Groups,Mixed-Race,8.893,0
13340,Less than 12 years,Other Ethnic Groups,Mixed-Race,11.8985,1
13356,12-15 years,Black,Mixed-Race,1.9985,1
13360,16+ years,Black,Mixed-Race,5.6755,1
13373,Less than 12 years,Black,Same-Race,.509,1
13382,Less than 12 years,Other Ethnic Groups,Mixed-Race,8.493,0
13385,12-15 years,Other Ethnic Groups,Same-Race,9.8795,1
13388,12-15 years,Other Ethnic Groups,Mixed-Race,8.003,0
13391,Less than 12 years,Other Ethnic Groups,Mixed-Race,9.9985,1
13393,Less than 12 years,Other Ethnic Groups,Mixed-Race,12.917,1
13398,12-15 years,Other Ethnic Groups,Mixed-Race,6.4205,1
13401,Less than 12 years,Other Ethnic Groups,Same-Race,2.741,0
13403,Less than 12 years,Black,Mixed-Race,2.664,0
13405,Less than 12 years,Other Ethnic Groups,Same-Race,36.3915,1
13410,16+ years,Other Ethnic Groups,Same-Race,20.205,0
13412,Less than 12 years,Other Ethnic Groups,Same-Race,39.257,1
13422,16+ years,Black,Mixed-Race,25.169,1
13425,12-15 years,Other Ethnic Groups,Mixed-Race,3.4115,1
13437,12-15 years,Black,Same-Race,2.601,0
13445,12-15 years,Black,Same-Race,35.003,0
13455,12-15 years,Other Ethnic Groups,Mixed-Race,15.433,0
13460,16+ years,Other Ethnic Groups,Mixed-Race,17.845,0
13468,12-15 years,Black,Same-Race,8.383,1
13478,Less than 12 years,Other Ethnic Groups,Mixed-Race,22.565,0
13480,Less than 12 years,Other Ethnic Groups,Same-Race,14.787,1
13482,Less than 12 years,Other Ethnic Groups,Mixed-Race,32.786,0
13491,Less than 12 years,Black,Same-Race,9.656,0
13497,Less than 12 years,Black,Same-Race,17.55,0
13498,12-15 years,Black,Same-Race,2.045,0
13502,Less than 12 years,Black,Same-Race,5.977,0
13505,Less than 12 years,Other Ethnic Groups,Mixed-Race,26.497,1
13508,12-15 years,Black,Same-Race,11.414,0
13521,Less than 12 years,Black,Mixed-Race,31.989,0
13538,Less than 12 years,Other Ethnic Groups,Mixed-Race,37.836,0
13547,12-15 years,Black,Mixed-Race,42.508,0
13554,16+ years,Other Ethnic Groups,Same-Race,14.7325,1
13571,12-15 years,Black,Same-Race,3.351,0
13580,Less than 12 years,Black,Same-Race,6.396,0
13591,16+ years,Black,Mixed-Race,1.1665,1
13595,Less than 12 years,Black,Same-Race,6.344,0
13596,12-15 years,Black,Same-Race,8.334,1
13611,12-15 years,Other Ethnic Groups,Same-Race,24.027,0
13614,Less than 12 years,Other Ethnic Groups,Mixed-Race,14.817,0
13616,12-15 years,Black,Mixed-Race,21.914,1
13636,12-15 years,Black,Mixed-Race,4,1
13646,12-15 years,Other Ethnic Groups,Same-Race,2.3795,1
13650,Less than 12 years,Other Ethnic Groups,Mixed-Race,26.48,0
13655,Less than 12 years,Black,Same-Race,5.169,1
13677,Less than 12 years,Black,Mixed-Race,20.17,0
13683,Less than 12 years,Black,Mixed-Race,47.25,0
13686,12-15 years,Black,Same-Race,21.328,0
13688,Less than 12 years,Black,Mixed-Race,35.24,0
13700,12-15 years,Black,Mixed-Race,13.974,0
13702,Less than 12 years,Black,Same-Race,21.21,0
13717,Less than 12 years,Other Ethnic Groups,Same-Race,14.001,0
13724,12-15 years,Other Ethnic Groups,Mixed-Race,3.5,1
13731,Less than 12 years,Other Ethnic Groups,Mixed-Race,27.967,0
13733,Less than 12 years,Black,Same-Race,13.509,0
13747,12-15 years,Black,Mixed-Race,26.664,0
13754,Less than 12 years,Black,Same-Race,4,0
13765,12-15 years,Black,Mixed-Race,13.908,0
13774,Less than 12 years,Black,Mixed-Race,22.4015,1
13787,12-15 years,Black,Mixed-Race,13.446,0
13790,Less than 12 years,Other Ethnic Groups,Same-Race,12.865,0
13793,Less than 12 years,Other Ethnic Groups,Mixed-Race,26.001,0
13795,Less than 12 years,Black,Same-Race,16.203,0
13817,Less than 12 years,Black,Same-Race,19.055,0
13827,Less than 12 years,Black,Same-Race,14.324,0
13849,Less than 12 years,Black,Mixed-Race,20.0435,1
13864,Less than 12 years,Black,Same-Race,2.004,0
13871,12-15 years,Black,Same-Race,11.034,0
13887,12-15 years,Other Ethnic Groups,Same-Race,15.6715,1
13895,12-15 years,Other Ethnic Groups,Mixed-Race,10.103,0
13897,Less than 12 years,Black,Mixed-Race,26.272,0
13900,Less than 12 years,Other Ethnic Groups,Mixed-Race,26.272,0
13908,12-15 years,Black,Same-Race,5.218,0
13918,Less than 12 years,Black,Mixed-Race,13.446,0
13922,Less than 12 years,Other Ethnic Groups,Same-Race,56.882,0
13934,Less than 12 years,Other Ethnic Groups,Same-Race,16.312,1
13937,Less than 12 years,Other Ethnic Groups,Mixed-Race,8.496,0
13940,12-15 years,Other Ethnic Groups,Mixed-Race,26.22,0
13944,Less than 12 years,Black,Mixed-Race,1.2075,1
13950,Less than 12 years,Black,Same-Race,7.023,0
13953,12-15 years,Black,Same-Race,7.023,0
13955,Less than 12 years,Black,Mixed-Race,43.671,0
13958,12-15 years,Black,Same-Race,11.433,0
13964,Less than 12 years,Black,Same-Race,.586,1
13975,Less than 12 years,Black,Same-Race,21.821,0
13977,Less than 12 years,Other Ethnic Groups,Mixed-Race,5.988,0
13994,Less than 12 years,Black,Same-Race,16.156,0
14002,12-15 years,Black,Same-Race,1.035,0
14006,16+ years,Other Ethnic Groups,Mixed-Race,1.035,0
14012,12-15 years,Other Ethnic Groups,Same-Race,9.81,0
14017,12-15 years,Other Ethnic Groups,Same-Race,15.901,0
14018,12-15 years,Other Ethnic Groups,Same-Race,23.915,0
14026,Less than 12 years,Other Ethnic Groups,Same-Race,5.84,1
14042,12-15 years,Black,Same-Race,1.363,0
14043,Less than 12 years,Other Ethnic Groups,Same-Race,18.579,1
14051,12-15 years,Black,Same-Race,7.732,0
14061,12-15 years,Black,Same-Race,7.732,0
14063,Less than 12 years,Black,Mixed-Race,42.461,0
14067,12-15 years,Other Ethnic Groups,Mixed-Race,9.933,0
14069,Less than 12 years,Black,Mixed-Race,4.1615,1
14083,Less than 12 years,Black,Same-Race,8.304,0
14087,12-15 years,Black,Same-Race,4.118,0
14096,Less than 12 years,Other Ethnic Groups,Same-Race,25.087,0
14100,Less than 12 years,Other Ethnic Groups,Same-Race,25.7495,1
14117,Less than 12 years,Black,Same-Race,9.999,0
14122,Less than 12 years,Other Ethnic Groups,Mixed-Race,1.4865,1
14126,12-15 years,Other Ethnic Groups,Mixed-Race,.999,1
14134,12-15 years,Black,Mixed-Race,15.537,0
14136,12-15 years,Black,Mixed-Race,16.003,0
14161,Less than 12 years,Other Ethnic Groups,Mixed-Race,60.353,0
14214,12-15 years,Other Ethnic Groups,Mixed-Race,9.988,1
14234,Less than 12 years,Black,Same-Race,5.823,0
14244,Less than 12 years,Black,Same-Race,23.951,0
14246,Less than 12 years,Black,Same-Race,9.005,0
14248,Less than 12 years,Black,Same-Race,6.7295,1
14250,Less than 12 years,Black,Same-Race,32,0
14254,12-15 years,Black,Mixed-Race,4.359,0
14257,12-15 years,Other Ethnic Groups,Same-Race,3.4965,1
14258,12-15 years,Black,Mixed-Race,16.397,0
14260,Less than 12 years,Black,Mixed-Race,21.999,0
14263,12-15 years,Other Ethnic Groups,Mixed-Race,2.664,1
14265,Less than 12 years,Black,Same-Race,7.001,0
14267,Less than 12 years,Black,Mixed-Race,36.923,0
14270,Less than 12 years,Other Ethnic Groups,Mixed-Race,36.923,0
14274,12-15 years,Other Ethnic Groups,Mixed-Race,5.834,1
14280,12-15 years,Black,Mixed-Race,5.944,0
14289,12-15 years,Black,Same-Race,8.309,0
14291,Less than 12 years,Black,Same-Race,6.004,1
14294,12-15 years,Other Ethnic Groups,Same-Race,15.001,0
14298,Less than 12 years,Other Ethnic Groups,Same-Race,16.438,0
14304,Less than 12 years,Other Ethnic Groups,Same-Race,9.8755,1
14307,12-15 years,Other Ethnic Groups,Same-Race,25.106,0
14308,12-15 years,Other Ethnic Groups,Same-Race,8.249,1
14318,12-15 years,Other Ethnic Groups,Same-Race,2.513,0
14320,Less than 12 years,Black,Mixed-Race,.8735,1
14323,12-15 years,Black,Same-Race,3.97,0
14325,Less than 12 years,Black,Same-Race,27.6345,1
14336,Less than 12 years,Other Ethnic Groups,Mixed-Race,25.916,0
14346,Less than 12 years,Black,Same-Race,42.672,0
14350,12-15 years,Black,Same-Race,8.162,0
14353,Less than 12 years,Other Ethnic Groups,Same-Race,51.748,0
14356,Less than 12 years,Black,Same-Race,16.999,0
14358,12-15 years,Other Ethnic Groups,Same-Race,16.194,0
14360,Less than 12 years,Other Ethnic Groups,Same-Race,12.999,0
14362,Less than 12 years,Black,Mixed-Race,13.999,0
14365,12-15 years,Other Ethnic Groups,Mixed-Race,13.999,0
14368,16+ years,Black,Same-Race,6.486,1
14377,12-15 years,Other Ethnic Groups,Mixed-Race,5.2125,1
14381,12-15 years,Black,Same-Race,5.911,0
14392,12-15 years,Black,Mixed-Race,1.002,1
14394,12-15 years,Black,Same-Race,4.589,1
14397,12-15 years,Black,Same-Race,6.935,0
14400,12-15 years,Black,Same-Race,24,0
14403,12-15 years,Other Ethnic Groups,Same-Race,37.793,0
14411,12-15 years,Other Ethnic Groups,Same-Race,14.472,0
14413,Less than 12 years,Other Ethnic Groups,Same-Race,7.6595,1
14420,12-15 years,Black,Same-Race,4.249,1
14421,Less than 12 years,Other Ethnic Groups,Same-Race,34.303,0
14430,Less than 12 years,Black,Same-Race,7.655,0
14437,Less than 12 years,Other Ethnic Groups,Mixed-Race,14.834,1
14440,Less than 12 years,Other Ethnic Groups,Same-Race,25.187,1
14444,12-15 years,Other Ethnic Groups,Mixed-Race,5.0155,1
14448,16+ years,Other Ethnic Groups,Mixed-Race,7.258,1
14455,12-15 years,Other Ethnic Groups,Same-Race,2.53,0
14457,Less than 12 years,Other Ethnic Groups,Same-Race,13.1665,1
14474,12-15 years,Other Ethnic Groups,Same-Race,7.288,0
14484,12-15 years,Other Ethnic Groups,Same-Race,7.288,0
14490,12-15 years,Other Ethnic Groups,Same-Race,4.101,0
14493,Less than 12 years,Other Ethnic Groups,Same-Race,32.416,0
14500,Less than 12 years,Other Ethnic Groups,Same-Race,6.283,0
14501,Less than 12 years,Other Ethnic Groups,Same-Race,2.245,0
14507,12-15 years,Other Ethnic Groups,Same-Race,2.084,0
14516,12-15 years,Black,Mixed-Race,4.268,1
14527,Less than 12 years,Black,Mixed-Race,21.999,0
14530,12-15 years,Other Ethnic Groups,Mixed-Race,21.999,0
14533,12-15 years,Other Ethnic Groups,Same-Race,14.683,0
14546,Less than 12 years,Other Ethnic Groups,Same-Race,34.543,0
14551,12-15 years,Black,Same-Race,8.999,0
14553,Less than 12 years,Other Ethnic Groups,Same-Race,7.091,1
14562,Less than 12 years,Black,Same-Race,3.001,0
14564,Less than 12 years,Black,Mixed-Race,7.2155,1
14570,Less than 12 years,Other Ethnic Groups,Same-Race,4.665,1
14572,Less than 12 years,Other Ethnic Groups,Same-Race,34.505,0
14575,Less than 12 years,Other Ethnic Groups,Mixed-Race,22.998,0
14579,12-15 years,Other Ethnic Groups,Same-Race,6.9595,1
14590,12-15 years,Other Ethnic Groups,Same-Race,9.158,0
14592,12-15 years,Other Ethnic Groups,Same-Race,2.2535,1
14594,12-15 years,Black,Mixed-Race,4.4295,1
14613,Less than 12 years,Black,Mixed-Race,27.253,0
14615,Less than 12 years,Black,Same-Race,15.2635,1
14622,12-15 years,Other Ethnic Groups,Same-Race,8.331,0
14630,Less than 12 years,Other Ethnic Groups,Same-Race,26.877,0
14636,12-15 years,Black,Same-Race,3.882,0
14639,12-15 years,Other Ethnic Groups,Same-Race,40.726,0
14643,16+ years,Other Ethnic Groups,Same-Race,6.552,1
14649,12-15 years,Other Ethnic Groups,Same-Race,12.854,0
14658,Less than 12 years,Other Ethnic Groups,Same-Race,6.502,0
14665,16+ years,Black,Same-Race,8.887,0
14670,12-15 years,Other Ethnic Groups,Same-Race,5.454,0
14690,12-15 years,Black,Mixed-Race,7.086,0
14694,12-15 years,Black,Same-Race,17.777,0
14699,Less than 12 years,Black,Same-Race,17.029,0
14702,Less than 12 years,Other Ethnic Groups,Mixed-Race,31.017,0
14707,Less than 12 years,Other Ethnic Groups,Mixed-Race,2.62,0
14711,12-15 years,Black,Same-Race,4.6955,1
14714,12-15 years,Other Ethnic Groups,Mixed-Race,41.309,0
14718,12-15 years,Other Ethnic Groups,Mixed-Race,24.082,0
14723,12-15 years,Black,Mixed-Race,20.145,0
14733,Less than 12 years,Other Ethnic Groups,Same-Race,35.228,0
14734,12-15 years,Other Ethnic Groups,Same-Race,1.684,0
14738,Less than 12 years,Other Ethnic Groups,Same-Race,12.98,0
14741,Less than 12 years,Other Ethnic Groups,Mixed-Race,21.081,0
14754,Less than 12 years,Black,Same-Race,34.268,0
14756,Less than 12 years,Black,Same-Race,41.095,0
14767,Less than 12 years,Black,Same-Race,14.4505,1
14782,Less than 12 years,Other Ethnic Groups,Mixed-Race,48.005,0
